"taxonomy1","taxonomy2","score"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Advertising Sign Rental & Lease","Outdoor Advertising Services","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Advertising Sign Rental & Lease","Outdoor Advertising Services","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Advertising Sign Rental & Lease","Outdoor Advertising Services","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Advertising Sign Rental & Lease","Outdoor Advertising Services","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Dry Cleaning (Customer Drop-Off Only)","Office & Industrial Cleaning","0.2826087"
"Professional Associations","Transportation & Shipping Associations","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Doors / Windows / Awnings / Sidings - Installation","Windows & Door Shops","0.2826087"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Automobile Storage","Automobile Dealers & Manufacturers","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Retail - Furniture / Appliances (Used)","Furniture Stores","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Painting - Spray (Interior)","Painting, Plastering & Wall Covering","0.2820513"
"Circuit Board / Electrical Component / Semi-Conductor Manufacturing","Electrical & Wiring Contractors","0.28169015"
"Construction - Electric / Telephone / Power Lines (Above Ground)","Electric Supplies & Power Generation","0.28169015"
"Animal Groomers","Animal Training","0.28"
"Animal Groomers","Animal Training","0.28"
"Animal Groomers","Animal Training","0.28"
"Animal Groomers","Animal Training","0.28"
"Animal Groomers","Animal Training","0.28"
"Animal Groomers","Animal Training","0.28"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Janitorial Service (Commercial)","Railroad Service Companies","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Furniture Re-Upholsterers","Furniture Repair & Reconditioning","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Restaurants (No Liquor License)","Middle Eastern Restaurants","0.27906978"
"Dentists","Orthodontists","0.2777778"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Plumbing Supply Store","0.2777778"
"Retail - Electronics (Consumer / Office, No Off Premises Install/Repair)","Electronics Repair & Maintenance","0.2777778"
"Wholesale - Draperies","Blinds, Curtains & Draperies","0.2777778"
"Dentists","Orthodontists","0.2777778"
"Wholesale - Furniture / Antiques","Office Furniture","0.2777778"
"Beverage Manufacturing / Processing (Non-Alcoholic)","Cosmetic Manufacturing","0.2777778"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Plumbing Supply Store","0.2777778"
"Dentists","Orthodontists","0.2777778"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Plumbing Supply Store","0.2777778"
"Dentists","Orthodontists","0.2777778"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Electric Supplies & Power Generation","0.2769231"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Electric Supplies & Power Generation","0.2769231"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Electric Supplies & Power Generation","0.2769231"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Electric Supplies & Power Generation","0.2769231"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Electric Supplies & Power Generation","0.2769231"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Electric Supplies & Power Generation","0.2769231"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Museums / Art Galleries (Public)","Museums","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Museums / Art Galleries (Public)","Museums","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Museums / Art Galleries (Public)","Museums","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Museums / Art Galleries (Public)","Museums","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Civil Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Engineers","Other Engineering Services","0.27586207"
"Welding / Cutting / Brazing","Welding Services","0.27586207"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Sheet Metal Installation","Metal Fabrication Services","0.275"
"Sheet Metal Installation","Metal Fabrication Services","0.275"
"Trade Schools / Vocational Schools","Computer Training Schools","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Sheet Metal Installation","Metal Fabrication Services","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Sheet Metal Installation","Metal Fabrication Services","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Physiotherapists / Occupational Therapists","Massage Therapists","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Sheet Metal Installation","Metal Fabrication Services","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Sheet Metal Installation","Metal Fabrication Services","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Painting - Spray (Exterior)","Painting, Plastering & Wall Covering","0.275"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Paper Products Manufacturing (Bags, boxes, etc)","Paper & Cardboard Products","0.27450982"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Plumbing - Residential","Plumbing Supply Store","0.27272728"
"Plumbing - Residential","Plumbing Supply Store","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Concrete Pumping Operations","Concrete Work","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Plumbing - Residential","Plumbing Supply Store","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Concrete Pumping Operations","Concrete Work","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Concrete Pumping Operations","Concrete Work","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Retail - Poster Art & Framing","Picture Framing","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Retail - Poster Art & Framing","Picture Framing","0.27272728"
"Concrete Pumping Operations","Concrete Work","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Retail - Poster Art & Framing","Picture Framing","0.27272728"
"Concrete Pumping Operations","Concrete Work","0.27272728"
"Real Estate Management","Professional & Management Training","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Wax Products Manufacturing (incl Polishes / Candles)","Cosmetic Manufacturing","0.27272728"
"Concrete Pumping Operations","Concrete Work","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Retail - Poster Art & Framing","Picture Framing","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Advertising Agencies","Social Media Agencies","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Advertising Agencies","Social Media Agencies","0.27272728"
"Yachting Clubs","Sailing Club","0.27272728"
"Business Services - Not Otherwise Classified","Other Engineering Services","0.27272728"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Auto Glass Stores","0.27272728"
